casa,data,temperatura_appartamento,stato_luce1,stato_luce2,stato_luce3,energia_consumata_giornaliera_appartamento,potenza_istantanea_consumata_appartamento,guasto
casa2,202603252015,39.7,0,0,1,2648,184,
casa2,202603252020,39.7,1,0,1,2663,171,
casa2,202603252025,39.4,1,1,0,2679,196,
casa2,202603252030,39.5,1,1,0,2700,250,
casa2,202603252035,40.0,0,1,1,2711,136,
casa2,202603252040,39.8,1,0,1,2717,66,
casa2,202603252045,40.0,0,1,0,2724,92,
casa2,202603252050,39.8,1,1,1,2733,103,
casa2,202603252055,40.0,0,1,1,2744,131,
casa2,202603252100,40.0,0,1,0,2756,144,
casa2,202603252105,39.3,0,1,1,2770,168,
casa2,202603252110,39.6,1,1,0,2789,229,
casa2,202603252115,39.3,0,1,0,2806,208,
casa2,202603252120,38.5,1,1,0,2809,29,
casa2,202603252125,38.2,0,0,1,2819,129,
casa2,202603252130,38.3,0,0,1,2833,159,
casa2,202603252135,37.9,1,0,1,2850,204,
casa2,202603252140,36.9,0,0,1,2854,49,
casa2,202603252145,36.8,0,0,1,2863,117,
casa2,202603252150,36.3,1,1,1,2884,246,
casa2,202603252155,35.5,1,0,0,2893,107,
casa2,202603252200,35.4,0,0,1,2908,187,
casa2,202603252205,34.6,0,1,0,2917,99,
casa2,202603252210,34.7,0,0,0,2930,155,
casa2,202603252215,34.2,0,0,1,2934,51,
casa2,202603252220,33.5,0,1,0,2947,161,
casa2,202603252225,32.8,1,1,0,2952,54,
casa2,202603252230,33.1,1,1,1,2969,208,
casa2,202603252235,33.1,1,0,1,2984,179,
casa2,202603252240,32.9,0,0,0,2990,68,
casa2,202603252245,33.3,0,0,0,3003,156,
casa2,202603252250,33.7,0,0,0,3023,248,
casa2,202603252255,32.7,0,1,1,3040,203,
casa2,202603252300,32.3,0,0,1,3053,151,
casa2,202603252305,31.5,1,0,1,3062,106,
casa2,202603252310,31.1,1,1,0,3071,108,
casa2,202603252315,30.7,0,1,1,3087,196,
casa2,202603252320,30.1,1,1,0,3105,215,
casa2,202603252325,29.7,0,1,0,3123,214,
casa2,202603252330,29.0,1,0,1,3128,64,
casa2,202603252335,28.8,0,1,1,3143,180,
casa2,202603252340,29.1,0,0,0,3160,207,
casa2,202603252345,28.6,0,1,1,3166,68,
casa2,202603252350,28.9,1,1,0,3176,115,
casa2,202603252355,28.8,0,1,1,3185,110,
casa2,202603260000,28.6,0,1,1,9,118,
casa2,202603260005,27.9,1,1,0,29,232,
casa2,202603260010,27.7,1,0,1,32,38,
casa2,202603260015,27.0,0,0,1,35,38,
casa2,202603260020,26.8,0,0,0,41,78,
casa2,202603260025,26.2,1,0,1,45,39,
casa2,202603260030,25.6,0,1,1,51,80,
casa2,202603260035,24.8,1,0,0,68,196,
casa2,202603260040,24.6,1,1,0,71,44,
casa2,202603260045,25.0,1,0,1,88,194,
casa2,202603260050,24.0,0,0,0,105,215,
casa2,202603260055,24.1,0,0,0,109,38,
casa2,202603260100,24.4,0,1,0,129,246,
casa2,202603260105,24.6,1,1,0,150,247,
casa2,202603260110,23.8,1,0,0,162,152,
casa2,202603260115,23.0,1,1,0,165,29,
casa2,202603260120,22.7,1,0,0,176,135,
casa2,202603260125,22.7,0,1,0,192,187,
casa2,202603260130,22.9,1,0,1,198,77,
casa2,202603260135,22.3,1,1,1,215,201,
casa2,202603260140,22.6,0,1,1,223,95,
casa2,202603260145,21.8,1,0,1,230,91,
casa2,202603260150,22.1,0,0,1,250,231,
casa2,202603260155,21.2,0,1,0,256,75,
casa2,202603260200,21.2,1,0,1,273,202,
casa2,202603260205,20.3,0,1,1,276,41,
casa2,202603260210,20.4,1,1,0,284,98,
casa2,202603260215,20.1,0,1,1,289,55,
casa2,202603260220,-999.0,0,-999,-999,300,139,"temperatura, luce3, luce2"
casa2,202603260225,20.0,1,1,0,320,231,
casa2,202603260230,19.9,0,-999,0,330,130,luce2
casa2,202603260235,20.2,0,1,1,338,89,
casa2,202603260240,19.4,1,0,1,343,57,
casa2,202603260245,19.2,1,1,1,360,203,
casa2,202603260250,19.3,0,0,0,367,92,
casa2,202603260255,19.2,0,0,1,379,147,
casa2,202603260300,18.5,1,0,0,386,73,
casa2,202603260305,18.5,0,0,0,394,98,
casa2,202603260310,17.9,0,1,0,406,148,
casa2,202603260315,17.8,1,1,0,414,92,
casa2,202603260320,17.4,0,0,1,420,72,
casa2,202603260325,16.4,1,0,0,434,177,
casa2,202603260330,-999.0,0,0,-999,451,204,"temperatura, luce3"
casa2,202603260335,15.8,1,0,1,460,103,
casa2,202603260340,15.5,1,0,0,471,135,
casa2,202603260345,14.8,0,0,0,488,206,
casa2,202603260350,14.8,0,0,0,499,131,
casa2,202603260355,14.3,1,1,1,516,197,
casa2,202603260400,14.7,0,0,0,527,138,
casa2,202603260405,14.0,1,1,0,540,153,
casa2,202603260410,14.3,0,0,1,545,57,
casa2,202603260415,14.4,1,0,0,559,174,
casa2,202603260420,14.7,1,1,0,565,69,
casa2,202603260425,14.1,1,1,0,579,164,
casa2,202603260430,13.1,0,0,0,584,58,
casa2,202603260435,12.2,0,1,1,601,215,
casa2,202603260440,12.5,0,0,0,621,234,
casa2,202603260445,12.3,1,0,1,627,76,
casa2,202603260450,11.7,1,0,1,635,91,
casa2,202603260455,12.0,1,0,0,644,108,
casa2,202603260500,12.2,0,1,1,664,243,
casa2,202603260505,11.9,1,1,0,684,242,
casa2,202603260510,11.0,0,1,0,695,128,
casa2,202603260515,11.4,1,0,1,712,206,
casa2,202603260520,11.5,0,0,1,732,243,
casa2,202603260525,11.2,1,1,1,739,85,
casa2,202603260530,10.3,1,1,0,748,101,
casa2,202603260535,10.3,0,1,0,762,175,
casa2,202603260540,9.6,1,1,1,768,64,
casa2,202603260545,9.7,0,1,0,784,193,
casa2,202603260550,9.0,0,1,0,796,148,
casa2,202603260555,8.6,1,1,0,803,75,
casa2,202603260600,9.4,0,1,1,807,58,
casa2,202603260605,9.2,0,1,0,819,137,
casa2,202603260610,9.1,0,0,0,828,115,
casa2,202603260615,9.4,0,0,1,830,24,
casa2,202603260620,9.4,0,0,0,835,57,
casa2,202603260625,9.0,0,1,0,848,151,
casa2,202603260630,9.2,0,1,0,864,190,
casa2,202603260635,-999.0,1,1,1,874,131,temperatura
casa2,202603260640,9.7,0,0,0,883,104,
casa2,202603260645,9.9,0,0,1,896,158,
casa2,202603260650,10.7,1,1,0,913,200,
casa2,202603260655,10.8,0,1,1,932,225,
casa2,202603260700,11.3,-999,1,-999,943,141,"luce3, luce1"
casa2,202603260705,11.9,1,0,1,960,195,
casa2,202603260710,12.1,1,1,0,977,208,
casa2,202603260715,12.6,0,1,1,981,49,
casa2,202603260720,13.4,0,1,0,991,122,
casa2,202603260725,14.2,0,0,0,1008,200,
casa2,202603260730,14.5,0,0,1,1021,157,
casa2,202603260735,15.2,1,0,0,1038,199,
casa2,202603260740,15.3,0,0,1,1052,168,
casa2,202603260745,16.0,1,0,1,1065,164,
casa2,202603260750,16.5,1,1,1,1084,226,
casa2,202603260755,16.8,1,0,0,1090,65,
casa2,202603260800,16.7,1,1,1,1106,196,
casa2,202603260805,17.5,1,1,0,1127,250,
casa2,202603260810,17.1,0,0,0,1129,24,
casa2,202603260815,17.3,1,0,0,1133,55,
casa2,202603260820,17.7,0,1,0,1146,155,
casa2,202603260825,18.0,0,1,0,1159,157,
casa2,202603260830,18.3,1,1,0,1174,178,
casa2,202603260835,18.1,0,1,1,1177,31,
casa2,202603260840,18.6,1,0,1,1187,121,
casa2,202603260845,18.5,1,1,0,1202,180,
casa2,202603260850,19.3,1,1,1,1214,148,
casa2,202603260855,19.0,0,1,1,1222,92,
casa2,202603260900,19.5,1,0,1,1232,120,
casa2,202603260905,19.9,0,1,1,1252,242,
casa2,202603260910,20.0,0,0,0,1267,185,
casa2,202603260915,20.9,1,0,0,1285,215,
casa2,202603260920,20.7,0,0,0,1291,73,
casa2,202603260925,20.5,1,0,0,1302,132,
casa2,202603260930,21.1,1,1,1,1321,229,
casa2,202603260935,21.7,0,0,1,1338,205,
casa2,202603260940,22.0,1,0,1,1358,234,
casa2,202603260945,21.9,0,0,0,1369,131,
casa2,202603260950,22.4,0,1,1,1382,157,
casa2,202603260955,22.7,1,1,1,1386,51,
casa2,202603261000,23.7,0,0,0,1392,75,
casa2,202603261005,24.7,0,1,0,1401,100,
casa2,202603261010,24.5,0,0,1,1406,58,
casa2,202603261015,24.9,1,1,0,1420,178,
casa2,202603261020,-999.0,-999,-999,1,1429,107,"luce1, luce2, temperatura"
casa2,202603261025,25.4,0,1,1,1443,161,
casa2,202603261030,25.4,0,1,0,1452,114,
casa2,202603261035,25.3,0,0,0,1473,248,
casa2,202603261040,25.0,0,0,0,1475,23,
casa2,202603261045,24.7,0,1,1,1479,51,
casa2,202603261050,25.5,1,0,0,1485,71,
casa2,202603261055,26.5,0,1,0,1493,90,
casa2,202603261100,27.0,1,0,0,1495,29,
casa2,202603261105,26.7,1,0,1,1498,32,
casa2,202603261110,26.5,1,0,-999,1511,158,luce3
casa2,202603261115,26.1,0,1,0,1518,91,
casa2,202603261120,25.9,1,0,0,1539,248,
casa2,202603261125,26.8,0,1,1,1559,243,
casa2,202603261130,26.5,0,1,1,1568,106,
casa2,202603261135,27.3,1,0,1,1580,141,
casa2,202603261140,27.1,0,1,1,1592,140,
casa2,202603261145,28.0,0,1,0,1609,210,
casa2,202603261150,27.8,0,1,1,1617,98,
casa2,202603261155,27.5,0,1,0,1631,160,
casa2,202603261200,27.8,1,0,1,1641,122,
casa2,202603261205,27.6,1,0,1,1647,79,
casa2,202603261210,27.5,0,1,1,1654,74,
casa2,202603261215,27.2,0,1,1,1674,244,
casa2,202603261220,28.2,0,0,0,1681,82,
casa2,202603261225,28.6,1,1,0,1686,59,
casa2,202603261230,28.3,0,0,0,1689,43,
casa2,202603261235,29.3,1,0,0,1704,181,
casa2,202603261240,29.2,1,1,0,1723,229,
casa2,202603261245,29.7,0,0,0,1734,131,
casa2,202603261250,30.3,1,1,0,1744,113,
casa2,202603261255,31.1,1,1,0,1760,202,
casa2,202603261300,31.3,0,0,1,1780,238,
casa2,202603261305,31.5,1,1,1,1789,103,
casa2,202603261310,31.4,1,0,0,1801,145,
casa2,202603261315,31.8,1,1,1,1809,92,
casa2,202603261320,32.0,1,0,1,1817,106,
casa2,202603261325,31.8,0,1,1,1834,200,
casa2,202603261330,32.8,1,1,1,1843,109,
casa2,202603261335,33.4,0,0,0,1860,203,
casa2,202603261340,33.2,0,0,0,1866,66,
casa2,202603261345,33.4,0,1,0,1886,247,
casa2,202603261350,34.4,0,1,1,1890,44,
casa2,202603261355,35.2,0,0,0,1905,179,
casa2,202603261400,35.4,1,0,1,1911,80,
casa2,202603261405,36.2,1,0,1,1914,32,
casa2,202603261410,36.4,0,0,0,1924,115,
casa2,202603261415,36.3,0,1,0,1930,73,
casa2,202603261420,36.5,1,1,0,1948,219,
casa2,202603261425,36.2,0,0,0,1962,164,
casa2,202603261430,36.0,0,0,1,1973,141,
casa2,202603261435,36.9,0,1,1,1985,134,
casa2,202603261440,37.6,0,1,1,1990,69,
casa2,202603261445,38.6,0,0,1,2006,182,
casa2,202603261450,38.6,1,0,0,2022,201,
casa2,202603261455,39.5,0,1,-999,2032,114,luce3
casa2,202603261500,40.0,1,0,1,2036,46,
casa2,202603261505,40.0,0,1,1,2052,190,
casa2,202603261510,40.0,0,1,0,2072,240,
casa2,202603261515,39.9,0,1,0,2088,193,
casa2,202603261520,39.8,0,1,1,2101,158,
casa2,202603261525,39.6,1,1,1,2122,249,
casa2,202603261530,40.0,0,1,0,2140,218,
casa2,202603261535,40.0,0,1,1,2149,109,
casa2,202603261540,39.8,0,1,1,2169,240,
casa2,202603261545,40.0,0,0,1,2182,163,
casa2,202603261550,40.0,0,1,1,2194,143,
casa2,202603261555,40.0,1,0,1,2210,187,
casa2,202603261600,39.7,1,0,1,2223,154,
casa2,202603261605,40.0,1,0,0,2230,85,
casa2,202603261610,40.0,0,1,1,2247,212,
casa2,202603261615,39.7,1,1,0,2267,232,
casa2,202603261620,40.0,0,1,0,2276,116,
casa2,202603261625,40.0,0,1,1,2293,194,
casa2,202603261630,40.0,1,0,0,2308,185,
casa2,202603261635,40.0,0,0,1,2315,78,
casa2,202603261640,-999.0,-999,-999,-999,2334,234,"luce3, luce1, luce2, temperatura"
casa2,202603261645,39.6,0,0,1,2337,37,
casa2,202603261650,40.0,1,0,0,2351,171,
casa2,202603261655,40.0,1,1,0,2371,233,
casa2,202603261700,40.0,0,0,0,2389,219,
casa2,202603261705,40.0,1,1,0,2391,26,
casa2,202603261710,40.0,0,0,1,2411,234,
casa2,202603261715,40.0,0,0,0,2420,114,
casa2,202603261720,40.0,1,0,1,2440,235,
casa2,202603261725,40.0,1,1,0,2445,61,
casa2,202603261730,40.0,0,1,1,2460,187,
casa2,202603261735,39.9,0,0,1,2472,144,
casa2,202603261740,40.0,1,1,1,2484,140,
casa2,202603261745,40.0,0,0,0,2500,193,
casa2,202603261750,40.0,1,0,1,2521,248,
casa2,202603261755,39.7,0,1,0,2526,63,
casa2,202603261800,40.0,0,0,0,2537,125,
casa2,202603261805,40.0,0,0,1,2540,38,
casa2,202603261810,40.0,1,0,0,2544,51,
casa2,202603261815,40.0,0,1,0,2547,41,
casa2,202603261820,40.0,0,1,1,2552,52,
casa2,202603261825,40.0,0,1,1,2562,127,
casa2,202603261830,40.0,1,1,1,2577,181,
casa2,202603261835,40.0,0,1,0,2590,149,
casa2,202603261840,39.6,1,0,1,2593,39,
casa2,202603261845,40.0,1,1,1,2613,243,
casa2,202603261850,40.0,1,1,1,2619,68,
casa2,202603261855,40.0,0,0,1,2639,242,
casa2,202603261900,39.9,0,0,1,2647,98,
casa2,202603261905,40.0,0,0,1,2660,157,
casa2,202603261910,39.7,1,0,0,2668,98,
casa2,202603261915,39.8,1,0,1,2675,79,
casa2,202603261920,40.0,0,1,1,2692,209,
casa2,202603261925,40.0,1,0,1,2704,135,
casa2,202603261930,39.6,-999,-999,-999,2717,160,"luce3, luce1, luce2"
casa2,202603261935,40.0,0,1,0,2729,140,
casa2,202603261940,39.7,0,0,0,2747,223,
casa2,202603261945,39.9,0,1,1,2764,204,
casa2,202603261950,40.0,0,1,0,2777,149,
casa2,202603261955,39.8,1,0,1,2782,61,
casa2,202603262000,40.0,0,1,0,2789,86,
casa2,202603262005,40.0,0,1,0,2800,135,
casa2,202603262010,40.0,0,1,0,2808,94,
casa2,202603262015,39.6,1,0,1,2822,172,
casa2,202603262020,39.4,1,0,1,2829,77,
casa2,202603262025,39.7,0,0,0,2841,148,
casa2,202603262030,39.6,0,0,0,2854,153,
casa2,202603262035,40.0,0,0,1,2866,148,
casa2,202603262040,40.0,1,1,1,2887,244,
casa2,202603262045,40.0,0,0,0,2891,49,
casa2,202603262050,40.0,1,1,0,2908,213,
casa2,202603262055,40.0,0,0,1,2911,26,
casa2,202603262100,39.5,1,1,0,2915,57,
casa2,202603262105,38.8,0,0,0,2930,174,
casa2,202603262110,38.7,0,1,0,2936,73,
casa2,202603262115,38.2,1,0,1,2953,209,
casa2,202603262120,38.5,1,0,1,2959,69,
casa2,202603262125,38.2,1,0,0,2964,54,
casa2,202603262130,38.1,1,1,1,2966,27,
casa2,202603262135,37.1,0,0,1,2978,145,
casa2,202603262140,36.9,0,1,1,2987,103,
casa2,202603262145,37.0,1,0,1,3006,229,
casa2,202603262150,36.1,0,0,0,3021,183,
casa2,202603262155,35.2,0,0,0,3033,141,
casa2,202603262200,34.6,1,1,0,3041,102,
casa2,202603262205,33.9,0,0,1,3051,115,
casa2,202603262210,33.6,1,1,0,3065,170,
casa2,202603262215,33.5,1,0,0,3077,142,
casa2,202603262220,32.7,1,1,1,3095,221,
casa2,202603262225,-999.0,-999,-999,-999,3106,125,"luce3, temperatura, luce2, luce1"
casa2,202603262230,31.8,0,0,1,3126,246,
casa2,202603262235,30.9,0,0,1,3143,205,
casa2,202603262240,31.3,1,1,0,3153,124,
casa2,202603262245,31.0,1,0,1,3162,98,
casa2,202603262250,31.3,0,1,1,3166,50,
casa2,202603262255,31.7,0,0,0,3180,166,
casa2,202603262300,31.8,0,0,0,3188,97,
casa2,202603262305,31.1,1,0,0,3201,163,
casa2,202603262310,30.4,1,1,1,3206,57,
casa2,202603262315,29.7,1,1,0,3208,28,
casa2,202603262320,29.3,1,1,0,3213,52,
casa2,202603262325,28.3,0,0,0,3220,91,
casa2,202603262330,27.3,0,0,1,3237,197,
casa2,202603262335,26.4,0,1,1,3254,210,
casa2,202603262340,26.7,0,1,1,3266,145,
casa2,202603262345,25.8,0,1,1,3279,158,
casa2,202603262350,25.6,0,1,1,3286,82,
casa2,202603262355,25.9,1,0,1,3299,148,
casa2,202603270000,26.0,1,0,0,17,215,
casa2,202603270005,26.3,1,1,0,23,62,
casa2,202603270010,26.7,1,1,1,27,53,
casa2,202603270015,27.0,0,1,1,33,78,
casa2,202603270020,26.1,1,1,1,53,234,
casa2,202603270025,26.1,1,1,1,65,146,
casa2,202603270030,25.6,0,1,0,76,126,
casa2,202603270035,26.0,1,0,0,82,82,
casa2,202603270040,26.4,0,0,1,85,28,
casa2,202603270045,25.9,1,0,1,91,77,
casa2,202603270050,26.0,0,1,1,111,242,
casa2,202603270055,26.4,0,1,1,119,90,
casa2,202603270100,26.6,0,1,0,124,60,
casa2,202603270105,25.8,1,1,1,142,217,
casa2,202603270110,24.8,1,0,1,157,176,
casa2,202603270115,24.0,1,0,1,173,199,
casa2,202603270120,23.0,1,0,1,187,163,
casa2,202603270125,23.1,1,0,1,205,220,
casa2,202603270130,22.4,1,0,0,210,59,
casa2,202603270135,22.0,1,1,1,223,157,
casa2,202603270140,21.2,1,1,0,231,89,
casa2,202603270145,21.4,0,0,1,246,185,
casa2,202603270150,21.6,0,1,1,250,45,
casa2,202603270155,21.2,1,1,0,269,230,
casa2,202603270200,20.6,1,1,1,278,109,
casa2,202603270205,21.0,0,0,1,281,30,
casa2,202603270210,20.2,1,0,1,292,136,
casa2,202603270215,20.4,0,0,0,309,210,
casa2,202603270220,20.6,0,0,1,316,74,
casa2,202603270225,19.9,0,0,0,326,130,
casa2,202603270230,18.9,1,1,0,328,21,
casa2,202603270235,18.4,0,0,0,331,35,
casa2,202603270240,17.9,1,1,0,344,160,
casa2,202603270245,17.6,0,1,0,363,219,
casa2,202603270250,-999.0,-999,-999,-999,367,58,"luce2, temperatura, luce1, luce3"
casa2,202603270255,17.8,0,1,1,384,196,
casa2,202603270300,17.0,0,1,0,403,234,
casa2,202603270305,16.9,1,1,1,421,215,
casa2,202603270310,17.3,0,0,1,431,117,
casa2,202603270315,17.6,1,0,1,440,109,
casa2,202603270320,17.0,1,1,0,453,152,
casa2,202603270325,16.5,0,0,1,470,203,
casa2,202603270330,16.3,1,1,1,484,169,
casa2,202603270335,15.7,1,1,0,502,224,
casa2,202603270340,14.8,1,1,0,507,59,
casa2,202603270345,14.5,0,1,0,515,89,
casa2,202603270350,14.8,1,0,1,525,119,
casa2,202603270355,14.0,0,1,1,532,92,
casa2,202603270400,13.2,0,0,1,552,232,
casa2,202603270405,12.7,0,0,0,558,76,
casa2,202603270410,13.0,0,1,0,567,111,
casa2,202603270415,13.1,1,0,1,580,155,
casa2,202603270420,13.1,0,0,0,593,156,
casa2,202603270425,12.8,0,1,1,609,196,
casa2,202603270430,13.2,0,0,0,629,235,
casa2,202603270435,12.6,1,1,1,639,118,
casa2,202603270440,12.9,0,1,0,643,54,
casa2,202603270445,13.1,0,1,1,657,158,
casa2,202603270450,12.9,1,0,1,668,142,
casa2,202603270455,12.5,1,1,0,678,120,
casa2,202603270500,11.6,1,1,1,693,174,
casa2,202603270505,11.5,1,0,1,711,221,
casa2,202603270510,11.0,1,0,1,718,82,
casa2,202603270515,11.4,1,0,0,728,124,
casa2,202603270520,11.4,1,0,1,745,200,
casa2,202603270525,11.6,1,0,0,750,57,
casa2,202603270530,11.3,0,0,1,762,141,
casa2,202603270535,11.5,0,0,1,774,144,
casa2,202603270540,11.1,0,1,1,783,116,
casa2,202603270545,10.8,0,1,1,795,145,
casa2,202603270550,11.2,0,1,1,800,50,
casa2,202603270555,10.9,0,0,0,804,57,
casa2,202603270600,11.2,1,1,1,809,61,
casa2,202603270605,11.4,0,0,1,825,183,
casa2,202603270610,11.2,0,1,1,831,76,
casa2,202603270615,11.3,0,1,1,847,193,
casa2,202603270620,11.6,1,1,0,852,65,
casa2,202603270625,11.5,0,0,0,858,63,
casa2,202603270630,11.5,1,1,0,876,217,
casa2,202603270635,12.1,0,0,0,881,62,
casa2,202603270640,12.1,0,1,0,890,112,
casa2,202603270645,12.2,1,0,1,909,219,
casa2,202603270650,12.4,1,0,1,917,106,
casa2,202603270655,13.3,1,1,1,923,70,
casa2,202603270700,13.9,0,0,1,938,172,
casa2,202603270705,14.4,1,0,0,950,144,
casa2,202603270710,-999.0,1,1,1,968,225,temperatura
casa2,202603270715,15.6,0,0,1,986,208,
casa2,202603270720,15.6,0,1,0,1000,174,
casa2,202603270725,16.6,0,0,1,1006,73,
casa2,202603270730,16.9,1,0,0,1010,50,
casa2,202603270735,17.8,0,0,0,1018,95,
casa2,202603270740,18.7,1,0,1,1023,56,
casa2,202603270745,19.5,0,0,0,1026,40,
casa2,202603270750,20.3,1,1,1,1034,95,
casa2,202603270755,20.9,1,0,1,1043,111,
casa2,202603270800,21.2,0,1,0,1048,60,
casa2,202603270805,22.1,0,0,0,1063,180,
casa2,202603270810,22.4,1,0,0,1070,80,
casa2,202603270815,22.6,0,-999,0,1088,216,luce2
casa2,202603270820,-999.0,-999,-999,-999,1096,94,"luce3, luce2, luce1, temperatura"
casa2,202603270825,23.7,0,0,0,1113,208,
casa2,202603270830,23.3,0,1,1,1117,45,
casa2,202603270835,23.4,1,0,0,1129,145,
casa2,202603270840,24.4,1,1,0,1133,47,
casa2,202603270845,25.2,0,0,0,1153,242,
casa2,202603270850,25.1,0,1,1,1157,42,
casa2,202603270855,25.5,0,0,1,1163,80,
casa2,202603270900,25.6,0,0,0,1181,209,
casa2,202603270905,26.0,0,1,0,1185,46,
casa2,202603270910,26.2,0,1,0,1199,172,
casa2,202603270915,27.0,0,0,1,1201,30,
casa2,202603270920,26.8,0,1,1,1205,43,
casa2,202603270925,26.6,0,0,0,1210,56,
casa2,202603270930,26.4,1,1,0,1216,79,
casa2,202603270935,-999.0,0,-999,0,1222,72,"luce2, temperatura"
casa2,202603270940,28.1,0,0,1,1227,62,
casa2,202603270945,28.3,1,1,0,1234,82,
casa2,202603270950,28.8,0,1,1,1241,84,
casa2,202603270955,28.4,1,0,1,1256,175,
casa2,202603271000,29.2,1,1,0,1276,242,
casa2,202603271005,30.1,0,1,1,1297,249,
casa2,202603271010,30.9,0,0,0,1317,243,
casa2,202603271015,30.6,0,1,1,1333,188,
casa2,202603271020,31.0,1,0,1,1347,175,
casa2,202603271025,32.0,0,0,0,1349,23,
casa2,202603271030,32.6,0,1,1,1363,165,
casa2,202603271035,32.5,1,0,0,1382,225,
casa2,202603271040,32.4,0,1,1,1389,90,
casa2,202603271045,32.5,1,1,0,1395,64,
casa2,202603271050,32.8,0,0,1,1413,218,
casa2,202603271055,33.0,1,0,1,1419,78,
casa2,202603271100,33.1,1,1,1,1434,180,
casa2,202603271105,33.8,1,0,0,1440,66,
casa2,202603271110,33.9,0,0,1,1454,175,
casa2,202603271115,34.3,1,1,0,1458,48,
casa2,202603271120,34.9,0,0,1,1479,246,
casa2,202603271125,34.9,0,0,0,1493,167,
casa2,202603271130,35.6,0,1,0,1510,208,
casa2,202603271135,36.0,1,0,1,1521,133,
casa2,202603271140,35.8,1,1,1,1538,198,
casa2,202603271145,36.4,0,1,0,1544,73,
casa2,202603271150,37.2,0,0,1,1562,215,
casa2,202603271155,36.9,1,0,1,1577,180,
casa2,202603271200,37.1,1,1,0,1581,58,
casa2,202603271205,37.4,0,1,1,1594,150,
casa2,202603271210,37.0,1,0,0,1604,125,
casa2,202603271215,36.7,1,1,1,1624,241,
casa2,202603271220,37.3,1,0,1,1631,81,
casa2,202603271225,37.6,1,0,1,1650,226,
casa2,202603271230,37.6,0,0,1,1668,217,
casa2,202603271235,37.5,1,0,1,1687,221,
casa2,202603271240,38.5,0,1,0,1689,25,
casa2,202603271245,39.1,1,1,1,1697,98,
casa2,202603271250,39.0,1,1,1,1716,225,
casa2,202603271255,39.0,0,0,1,1733,204,
casa2,202603271300,-999.0,-999,-999,-999,1737,57,"temperatura, luce2, luce3, luce1"
casa2,202603271305,39.6,1,1,1,1740,35,
casa2,202603271310,39.7,0,1,1,1758,219,
casa2,202603271315,39.4,1,1,0,1769,129,
casa2,202603271320,39.7,1,0,0,1774,56,
casa2,202603271325,40.0,0,0,0,1783,106,
casa2,202603271330,39.6,0,0,1,1800,213,
casa2,202603271335,39.7,1,1,0,1804,47,
casa2,202603271340,39.4,1,0,1,1811,81,
casa2,202603271345,39.5,1,1,0,1828,206,
casa2,202603271350,39.5,0,1,1,1844,192,
casa2,202603271355,40.0,1,1,1,1864,239,
casa2,202603271400,40.0,0,1,0,1869,53,
casa2,202603271405,40.0,0,1,1,1884,189,
casa2,202603271410,40.0,1,1,1,1895,123,
casa2,202603271415,40.0,0,1,1,1898,36,
casa2,202603271420,40.0,0,1,0,1903,70,
casa2,202603271425,39.9,1,1,1,1906,34,
casa2,202603271430,-999.0,-999,-999,-999,1914,87,"luce1, temperatura, luce3, luce2"
casa2,202603271435,40.0,1,0,1,1930,201,
casa2,202603271440,40.0,0,0,0,1935,61,
casa2,202603271445,40.0,1,0,1,1943,89,
casa2,202603271450,39.6,0,1,0,1950,92,
casa2,202603271455,39.2,1,0,1,1957,77,
casa2,202603271500,39.2,1,0,1,1962,61,
casa2,202603271505,39.1,1,1,0,1982,237,
casa2,202603271510,39.9,1,0,0,1991,107,
casa2,202603271515,40.0,0,1,0,1996,67,
casa2,202603271520,40.0,1,1,0,2013,205,
casa2,202603271525,40.0,0,0,0,2022,102,
casa2,202603271530,39.8,1,1,0,2037,177,
casa2,202603271535,40.0,1,0,0,2045,98,
casa2,202603271540,40.0,0,1,0,2063,217,
casa2,202603271545,40.0,1,1,0,2068,60,
casa2,202603271550,39.9,1,0,1,2077,107,
casa2,202603271555,40.0,1,0,1,2087,125,
casa2,202603271600,40.0,0,0,1,2101,161,
casa2,202603271605,40.0,1,1,1,2113,154,
casa2,202603271610,40.0,0,1,0,2118,60,
casa2,202603271615,39.9,1,1,1,2123,58,
casa2,202603271620,39.7,0,1,0,2139,193,
casa2,202603271625,39.9,1,1,1,2158,224,
casa2,202603271630,40.0,0,0,1,2164,78,
casa2,202603271635,40.0,0,0,0,2171,74,
casa2,202603271640,40.0,1,1,0,2179,95,
casa2,202603271645,40.0,1,1,0,2197,227,
casa2,202603271650,40.0,1,1,0,2217,232,
casa2,202603271655,40.0,0,0,1,2219,22,
casa2,202603271700,40.0,1,1,1,2224,67,
casa2,202603271705,40.0,0,1,0,2234,121,
casa2,202603271710,39.7,0,0,0,2244,119,
casa2,202603271715,40.0,1,0,1,2247,38,
casa2,202603271720,40.0,0,1,1,2253,62,
casa2,202603271725,40.0,0,1,1,2263,129,
casa2,202603271730,-999.0,-999,1,1,2268,57,"temperatura, luce1"
casa2,202603271735,40.0,1,1,1,2289,249,
casa2,202603271740,40.0,1,0,0,2301,146,
casa2,202603271745,39.8,0,1,1,2316,184,
casa2,202603271750,40.0,1,1,0,2320,48,
casa2,202603271755,40.0,1,1,1,2335,182,
casa2,202603271800,40.0,1,0,1,2340,52,
casa2,202603271805,40.0,0,1,1,2352,151,
casa2,202603271810,39.9,0,1,0,2358,66,
casa2,202603271815,39.5,0,0,1,2372,168,
